,recID,artistName,trackTitle,trackID,popularity,genre,danceability,valence,durationSec,popularity,longitude,latitude
30,982307,Stina Nordenstam,125,3CZF3XREyg1qawMFs5taww,7,swedish,0.39199999,0.0897,220.533,0.398195139,18.06243,59.33217
31,760570,Macbeth,13-Nov,483sZnXpGHm165oJz99wrv,4,goth,0.372000009,0.335,52.76,0.362736283,9.18103,45.46894
32,1133437,Arsonists Get All The Girls,13 Year Old Ruby,7nTKBORzP9DDBLguFxekkZ,8,death-metal,0.393000007,0.312,228.573,0.454957395,-122.03095,36.97402
33,1020002,Midival Punditz,136,6y3JUYRxJjHzzLIEVGI2JW,10,indian,0.584999979,0.532,397.48,0.410541472,82.79476,21.7866
34,640176,Life Without Buildings,14 Days,3MlXkibBVfzW4oCXa1dDMV,22,folk,0.456,0.659,191.827,0.3811695,-4.24251,55.8578
35,966907,Nick Lowe,14 Days,3LvILLf4s1vN05zlHLnL4O,6,power-pop,0.462000012,0.173,198.76,0.436609577,1.05448,52.24116
36,1053707,The Strokes,15 Minutes,0Sqi2XLLVk5JGfZnFnidM2,40,alt-rock,0.340999991,0.394,273.133,0.587194102,-74.00712,40.71455
37,1001713,Burning Babylon,1500 Tons,2obdszVPeav8yPIp2l53ex,0,dub,0.893000007,0.37,201.467,0.441369507,-71.08868,42.31256
38,372992,Armando,151,43LELnkBqEmoJ5BPU8PknK,0,chicago-house,0.791000009,0.816,391.663,0.400445025,12.62459,41.45064
39,1226946,Sneaky Sound System,16,1IONKlRfi7XzoAAluK7p7r,23,house,0.589999974,0.902,222.613,0.447386029,151.20695,-33.86963
40,880412,Japanther,16 Stories High,6rhSnSzJVL5Mop5zGPJbQ8,1,garage,0.298000008,0.233,325.747,0.411478163,-73.94888,40.65507
41,1139222,Sohodolls,1724,7cmDGIipe87TP2CV7F3yED,18,electro,0.750999987,0.452,222.72,0.416140027,-122.67563,45.51179
42,1043704,Pennywise,18 Soldiers,2Xm60qHhZZhS9gGpPkRQk9,13,ska,0.474999994,0.701,158.973,0.525080245,-118.39535,33.86404
43,883715,Burnt By The Sun,180 Proof,2JjiVr2VT9B7capAa1Oepd,5,grindcore,0.182999998,0.137,228.6,0.440762052,-74.13107,40.44181
44,1152984,The Dear Hunter,1878,2VSoUQVfeAbFdNMW3maqdu,24,hardcore,0.458999991,0.317,422.8,0.489838999,-71.71818,42.18419
45,1262139,Phoenix,1901,1Ug5wxoHthwxctyWTUMGta,67,alt-rock,0.589999974,0.704,193.107,0.639029208,2.34121,48.85692
46,866335,Josh Rouse,1972,02Cd9669pGTA4TfmPK3SpF,39,country,0.561999977,0.271,228.947,0.499641496,-99.68095,41.50075
47,893785,The Bad Plus,1972 Bronze Medalist,5F9qtKsZBCYyUnQ3nlsrO2,13,jazz,0.521000028,0.548,319.667,0.485999783,-93.36586,46.44231
48,912433,Ryan Adams,1974,3amlvOgQbP2KsIZ8FySUgd,13,singer-songwriter,0.398999989,0.343,186.64,0.60709944,-77.42105,34.74929
49,957850,The Bad Plus,1979 Semi-Finalist,17uPeGmP6DrxfIRcNy9067,15,jazz,0.674000025,0.338,318.093,0.485999783,-93.36586,46.44231
50,990916,Freddy Fresh,1982 Electro Mood,4TPNKGGNIdFyRfVHvopw8X,0,breakbeat,0.703000009,0.538,450.12,0.380812902,-74.00712,40.71455
51,753204,Starmarket,1984,3K3AD5KFqLAHFDHjSi2Exf,0,emo,0.361999989,0.159,465.44,0.338026408,-74.95312,40.58736
52,1314809,The Rakes,1989,2enz9HbXTh7c0Nw2WTwL41,33,punk,0.492000014,0.845,180.64,0.483323193,-0.12714,51.50632
53,1016128,Spoken,1992,1xs9PAdo6AGqOtJJfLKpfO,9,hard-rock,0.237000003,0.415,242.453,0.507532486,-93.38989,41.93825
54,970265,Mindflayer,1999 Animals Revenge,2RCTAIi5PO3qdnIBEpfSdB,11,punk-rock,0.254999995,0.188,322.507,0.378407752,-71.55587,41.66122
55,980904,Jarabe De Palo,1m2,59mNmkWUEQ9KAhL5QXLoJC,23,spanish,0.748000026,0.305,203.507,0.489026811,-81.37739,28.53823
56,855408,Venetian Snares,2 Dollars,2nMABXDDw8L5ZWtQgPxKnI,3,techno,0.463999987,0.494,280.64,0.478790366,-97.14074,49.89942
57,818965,No Angels,2 Get Over U,41qhODpXTZz3nzbUTZk6if,14,german,0.674000025,0.938,204.747,0.433115567,10.45415,51.16418
58,953023,Daddy Yankee,2 Mujeres,2H938tUAIkkB1xl9g956fF,45,hip-hop,0.853999972,0.586,189.107,0.562506672,-66.42889,18.22328
59,1090000,Shilts,2 Pesos For Bud,0YFtO1FcORwXyGApzEIs0m,16,jazz,0.763999999,0.882,311.8,0.431451931,-2.23001,54.31407
60,805564,Craig David,2 Steps Back,4nvhutyXHvt96jqwHwIgR7,34,dance,0.787,0.914,228.6,0.563047457,-1.40732,50.90994
61,870180,Alexander East,2 The Top,1mRHjlRmDbbTooe2qU3gCn,0,deep-house,0.805999994,0.911,440.667,0.340434923,-113.9645,34.24449
62,886169,Lightning Bolt,2 Towers,68loTsCo9mbfXuz9iMJK5D,22,hard-rock,0.175999999,0.193,428.773,0.49520744,-71.41199,41.82387
63,1025322,Acid King,2 Wheel Nation,3MY1UKqJnow2BDZmfnhe8S,29,metal,0.175999999,0.131,323.04,0.405910152,-122.42005,37.77916
64,749317,4hero,2-Bs-74638,3ianFZGldkJrhYR4uj2bkS,0,drum-and-bass,0.425999999,0.637,238.027,0.451743563,-0.23443,51.56096
65,1326351,Alex Ubago,20 horas de nada,78ikiT2kaS77BE4MHQ1SRN,22,spanish,0.486999989,0.245,216.573,0.292662773,-2.67973,42.84751
66,860517,Piana,20 years ago,4R6TXxCT36mXUFccjBbDdk,2,ambient,0.476000011,0.241,33.427,0.449766074,141.26141,39.74696
67,104496,Willie Mitchell,20-75,1dYDIWo3LKxziC1a3stxwv,16,soul,0.887000024,0.97,131.493,0.354164535,-89.17571,34.83338
68,643311,Downset,2000,2zKbHFxSkMPPHAeGPodjhp,17,funk,0.419,0.568,188.733,0.395111871,-118.24532,34.05349
69,1067906,4hero,2000 Black,1ONPwuH7aZ1IOBRyi2ZXgE,0,drum-and-bass,0.70599997,0.93,299.2,0.451743563,-0.23443,51.56096
70,1391892,KT Tunstall,2000 Miles,3GJf0nNKtB8B9gMChMtizG,9,singer-songwriter,0.453000009,0.412,220.72,0.58985618,-118.24532,34.05349
71,883791,Burnt By The Sun,2012,7EYAPciQWCWlRfQReXM49Y,3,grindcore,0.157000005,0.165,185.16,0.440762052,-74.13107,40.44181
72,638832,Lackluster,20333,67Z7jt8QKd2BT1C799vQmD,0,electronic,0.781000018,0.552,305.293,0.383098113,26.06739,64.95014
73,1140687,The Starting Line,21,0ty17tpqFVt7RK7SJPhGZZ,29,emo,0.404000014,0.502,149.747,0.53635118,-75.16237,39.95227
74,1440060,Trilok Gurtu,21 Spices,22bGNgyb0j01jVoZrpCeDC,8,indian,0.495999992,0.353,566.387,0.416411353,72.87588,19.07619
75,1223291,Young Widows,21st Century Invention,6Pxdgr0AuF2nELhwjnTk4R,11,hard-rock,0.280999988,0.062,247.573,0.389423803,-85.7664,38.25486
76,753199,Starmarket,22,2MVi6dINvAWy9xtTq4ySa5,0,emo,0.352999985,0.339,265.067,0.338026408,-74.95312,40.58736
77,996579,The Rakes,22 Grand Job,4tTRcCYZSWrJKRmYeaZhFx,36,dance,0.492000014,0.865,106.6,0.483323193,-0.12714,51.50632
78,623348,Skip James,22-20 Blues,6ixUR1F2S8GxuB4O36KJne,0,acoustic,0.463,0.59,172.8,0.42179521,-90.36791,32.6418
79,817958,The Briefs,22nd Century Man,4g3ZXYjiOlAJ6IgOiZMEFZ,6,garage,0.402999997,0.47,150.333,0.450339108,-122.32944,47.60356
80,667403,Against All Authority,24 Hour Roadside Resistance,0mekCs6IdO25d7LIgxamAi,14,punk,0.449999988,0.31,117.467,0.469529361,-80.23742,25.72898
81,867009,The Handsome Family,24-Hour Store,33Gr3C7uDIkqYjTP28t0oV,19,country,0.601000011,0.261,289.907,0.385728696,-87.63241,41.88415
82,1265014,Radio Moscow,250 Miles,5zWsOD8aSwx5P7kGb6gQTw,46,blues,0.467000008,0.588,292,0.448233203,-93.6202,42.02534
83,1049998,Joey Beltram,252,38iQBUT09ftXjXVUkgsjv2,3,techno,0.762000024,0.442,173.947,0.425163214,-73.83168,40.7038
84,70968,Bachelors of Science,25th Street,7t8JcaGK70GB2E8Ci5jtsh,4,drum-and-bass,0.569000006,0.258,316.944,0.417748245,-122.42005,37.77916
85,1206640,Benga,26 Basslines,1oyc8GS43HQ0SDunBMn9Bd,32,dub,0.760999978,0.232,301.843,0.464736061,-0.12714,51.50632
86,1042559,Ryan Adams,29,4QvqAIlj9LDqIYAWOTnGYO,14,singer-songwriter,0.583000004,0.684,346.08,0.60709944,-77.42105,34.74929
87,1056711,North Mississippi Allstars,2StepN,4XtNJGXTk9E7QbBigflaw9,15,blues,0.703000009,0.97,166.466,0.476955046,-89.99726,34.82353
88,486211,Eddie Izzard,2nd World War,5tMvIWSqZSm0OkKR87lcJP,12,comedy,0.617999971,0.442,110.225,0.523168171,45.03352,12.80095
89,119881,Britney Spears,3,2d7fRuDlFZfKIoSuf8bhGv,49,dance,0.700999975,0.761,205.533,0.616344502,-118.24532,34.05349
90,1270128,Stephen Lynch,3 Balloons,0GIorNnH3LXP4uOGzI6wh6,27,comedy,0.546999991,0.412,244.413,0.447648429,-74.00712,40.71455
91,990141,Ry Cooder,3 Cool Cats,3IE59CgfU2Y1B7cRoR0f65,28,blues,0.782000005,0.952,177.6,0.389362446,-118.24532,34.05349
92,736010,Otis Taylor,3 Days and 3 Nights,4ZOYhr3CvPsdoe8nY5Go5C,13,acoustic,0.614000022,0.482,261.413,0.394884438,-87.63241,41.88415
93,756887,Marcus Miller,3 Deuces,5YaXXkJqbDsPAMDWxzuap8,9,funk,0.841000021,0.69,349.627,0.412110495,-73.94888,40.65507
94,950567,12 Stones,3 Leaf Loser,395fDjFb9zK9E3Ijx1gvce,16,hard-rock,0.528999984,0.392,275.88,0.595385658,-90.0791,30.37251
95,1280936,Frankmusik,3 Little Words,0LUewlkSGEkV48tzSlpuwD,24,electro,0.40200001,0.257,170.467,0.4984341,-0.11175,51.39429
96,1207023,Benga,3 Minutes,20nNoCwvVfl5WrOgIlHqtB,8,dub,0.536000013,0.543,173.675,0.464736061,-0.12714,51.50632
97,1225520,Lil Wayne,3 Peat,58PWl2rA7lU90UBvDufzWm,55,hip-hop,0.768999994,0.471,199.427,0.804882734,-90.07771,29.95369
98,1132593,Barry Brown,30 Pieces of Silver,2tpZ1JwayCYvrqlAADZID9,6,dancehall,0.718999982,0.86,172.613,0.375471327,-112.82978,53.02423
99,858750,Jackie Mittoo,30-60-90,28iAu1D6s2xCQR7xu1qwQs,2,afrobeat,0.912,0.961,209.76,0.396374183,-77.36692,18.3902
100,130300,Willie Mitchell,30-60-90,4ziizyLIRG1V8caZoz70GL,32,funk,0.864000022,0.935,146.653,0.354164535,-89.17571,34.83338
101,1004789,Valencia,3000 Miles,10TRFwDyZkx1MstgcpfDXc,19,emo,0.291000009,0.629,166.187,0.518529948,-75.16237,39.95227
102,1220518,Mistress,31 6 7 Drown It,1vAPmGyB8BdHUaVx9Css2q,0,grindcore,0.158999994,0.0593,493.827,0.389498817,-71.08868,42.31256
103,1191969,Disciple,321,3hJhEXhpCBCI2g4RGAoUGK,23,alt-rock,0.351999998,0.452,258.24,0.49942756,-71.08868,42.31256
104,746817,Bury Your Dead,33 RPM,13KPNOQZ2ORW9wUZICDNB1,15,death-metal,0.354000002,0.467,156.973,0.506804744,-71.08868,42.31256
105,796653,Charley Patton,34 Blues,72CG9q5Bpyk4jmX54pv049,0,acoustic,0.463,0.523,179.96,0.375593583,-90.60536,32.33112
106,130286,C-Bo,357,4k7gE7VXPaJ1Od084G7Ygp,28,funk,0.873000026,0.561,245.093,0.432089062,-119.27023,37.27188
107,666989,The Cure,39,73fqvNjaQ71G90EyZiHisR,25,punk,0.433999985,0.265,437.267,0.578993549,-0.18703,51.11655
108,1337046,Humble Pie,4 Day Creep,1QZOyPfjVcs0Muu2DYpbBZ,13,blues,0.264999986,0.507,215.173,0.40249588,0.64255,51.77045
109,1295585,Technoboy,4 Days,3MdGIJE6D19MevRfBgZKF2,14,hardstyle,0.606000006,0.234,364.867,0.440582983,-100.07715,31.1689
110,1204770,Underground Resistance,4 Down,3VydtEYFhOmVBuIOPO5KTV,2,detroit-techno,0.811999977,0.697,462.973,0.4254628,-83.04792,42.33168
111,1266022,General Midi,4 Million Ways,7KMbMdELs2bjaXiMsj9vjS,11,breakbeat,0.688000023,0.908,200.32,0.397170822,-2.59143,51.45366
112,1046347,Avant,4 Minutes,55oXddT8pT8DL6HvLpXmtB,16,soul,0.833000004,0.708,236.68,0.57333743,-87.63241,41.88415
113,1261240,Howie Day,40 Hours,71jZOPD1emQjYqMLwKn5jD,9,acoustic,0.558000028,0.277,213.533,0.54605418,-68.77077,44.80171
114,761227,Mushroomhead,43,7qrGuySS4UlFVgEhVFHt4H,24,groove,0.294,0.243,272.24,0.504924954,-81.69074,41.50471
115,825071,The Vandals,43210-1,454TOKjkgAiYoNCH37Emr0,16,hardcore,0.261000007,0.552,161.293,0.515313766,-118.00157,33.67889
116,848467,Fred Eaglesmith,49 Tons,2bWl55gwgOL7N58jnCXY0m,8,singer-songwriter,0.368000001,0.173,545.507,0.338314579,-98.30897,56.95468
117,986287,Aslyn,493-1023,4kktHx6abeoV1l0T1FtqGo,3,acoustic,0.523000002,0.472,222.28,0.383759631,-84.39111,33.74831
118,943249,Incubus,4th Movement of the Odyssey,3mKuw5Z5TOmZ89iRbjLCh1,23,funk,0.398000002,0.218,547,0.579441938,-119.27023,37.27188
119,1016238,Spoken,4th Street,3gDc4K8t1tg6axjefMoUhU,8,hard-rock,0.377000004,0.533,240.213,0.507532486,-93.38989,41.93825
120,1039369,Anthony Cruz,5 Minutes,6p2iKF16lUKvIJVMX6NLZo,0,salsa,0.619000018,0.895,190.667,0.333584628,-77.51329,18.03965
121,1088796,40 Below Summer,5 Of A Kind,1xBKjFQQOwKwvbjSvDxMry,6,industrial,0.416999996,0.117,267.56,0.382681537,-74.72671,40.14323
122,1297242,Yo Gotti,5 Star,3pqs84AH87dMvHTvE1eckd,26,hip-hop,0.845000029,0.741,223.947,0.53462216,-90.04892,35.14968
123,862346,Ruth Brown,5-10-15 Hours,5j9uV9l6jLgvmSpskKaCxJ,13,blues,0.85799998,0.841,191.867,0.362376455,-76.29771,36.83264
124,638984,Alkaline Trio,5-3-10-4,0GsN5xAR7JHBHNRBFsNB2F,23,emo,0.414000005,0.237,176.067,0.571810552,-87.63241,41.88415
125,764438,Bad Astronaut,500 Miles,7l3ZYFQfcHLuPAhj85LoAd,18,hardcore,0.354000002,0.49,90.2,0.375726468,-119.69887,34.41925
126,664460,Nerf Herder,5000 Ways To Die,3hFadTKpO9g1W1HjxsG6h8,14,power-pop,0.476000011,0.36,179.267,0.442992869,-119.69887,34.41925
127,739833,North Mississippi Allstars,51 Phantom,5HaJxgJOiX8REuzQnpBB5o,12,blues,0.435000002,0.511,197.667,0.476955046,-89.99726,34.82353
128,1337562,Rennie Pilgrem,555,3lTfbwz2bYCn0c1jP0N1Z7,1,breakbeat,0.80400002,0.885,283.76,0.359315087,0.57757,51.52672
129,1244367,The Classic Crime,5805,516MV6DEvyukH63TqQxvR9,19,punk-rock,0.217999995,0.595,218.613,0.615347274,-122.32944,47.60356
130,862778,DJ Icey,5th Dimension,7GSUH33bVbfkkyGuktc2Gn,1,breakbeat,0.66900003,0.6,317.827,0.433126588,-81.54106,27.9758
131,638760,Lali Puna,6-0-3,40mqg7crpxgr7jPoxQkoT8,0,electronic,0.708999991,0.385,311.867,0.499547717,11.57752,48.13641
132,1120492,Mississippi Fred McDowell,61 Highway,3Ue2rD8tqg8EmAC6JY0kV7,7,acoustic,0.614000022,0.602,284.867,0.385305378,-89.94049,34.51042
133,986339,Mississippi Fred McDowell,61 Highway Blues,7daHSCJ67XJkyD8iKReIWj,5,acoustic,0.574999988,0.555,191,0.385305378,-89.94049,34.51042
134,787877,Diesel Boy,65,4YhZogxBuRQIBHFkO7qHZ7,7,ska,0.425999999,0.411,135.827,0.376688631,-122.71242,38.43773
135,282135,Soundgarden,665,1cPbbYWKqbHhtdo0MwJgQL,20,hard-rock,0.497000009,0.394,98.662,0.545789126,-122.32944,47.60356
136,1133666,Tankard,666 Packs,5r43sWgw5WWdllLAqwRtE4,15,death-metal,0.518000007,0.528,276.693,0.471372323,8.68342,50.11204
137,1223745,Haste The Day,68,4VxZBefFby6y9gO2NFpgJx,27,hardcore,0.150999993,0.0642,206.32,0.633565793,-82.63713,30.19034
138,746857,Bury Your Dead,69 Times A Charm,66Q5Gvf3ox8kwa0LGNnWko,12,death-metal,0.298999995,0.472,128.133,0.506804744,-71.08868,42.31256
139,798216,Tujiko Noriko,7,2yYKfwlFG5N59NvjEuV1lr,7,ambient,0.248999998,0.0379,372.82,0.409682077,135.50323,34.67747
140,305453,Craig David,7 Days,49eAIPivcw5idA57ZWnp5h,48,soul,0.643000007,0.883,237.373,0.563047457,-1.40732,50.90994
141,859896,Tim Hecker,7000 Miles,6q7vYYzvIRh3wJGrJwA1h9,19,ambient,0.169,0.0391,343.76,0.429344641,-123.11403,49.26044
142,1031971,Enemy You,72 Hours,7DGSsqRFTJBRoSIxDEn1qz,11,power-pop,0.550999999,0.652,148.44,0.340992955,-122.42005,37.77916
143,939639,Colossal,7677,2Yd2LsXKXKGUgghe73NEqe,7,emo,0.389999986,0.741,182.387,0.363468308,-88.28324,42.03956
144,1140521,Mercan Dede,800,2szIYllHN4W7HZ5FT1CmnM,22,electronic,0.549000025,0.0544,463.053,0.457782882,-98.30897,56.95468
145,1153153,The Dillinger Escape Plan,82588,3tS9boNFoElRhCXG1ceCYR,23,hardcore,0.377000004,0.12,116.587,0.541888972,-74.47995,40.82624
146,965312,Sum 41,88,3IHyZQILPYl3cgFEu1TJSJ,45,pop,0.317999989,0.114,279.96,0.605359833,-79.02109,43.85075
147,1120463,The Perishers,8am Departure,4kPGHZdLxhJPoDKJPAJysb,9,acoustic,0.69599998,0.222,275.12,0.490651541,135.70743,35.00476
148,1281007,Gossip,8th Wonder,6ww88GYUXKwUCGnp4VdCoX,23,electro,0.620999992,0.633,196.28,0.505850363,-91.74015,35.25082
149,599072,The Sugarhill Gang,8th Wonder,2BVxH50TJqA0lKJJLJ726L,0,funk,0.870000005,0.679,443.733,0.42272137,-74.00712,40.71455
150,1067187,Akcent,9 Mai,3qjnVVVB09XflXb0dnD6JN,11,disco,0.760999978,0.903,239.16,0.416465419,24.9804,45.94695
151,871906,Cyantific,90,7iL0tSbtTuX7DaFwtK9LyX,1,drum-and-bass,0.647000015,0.125,404.68,0.36698233,-0.12714,51.50632
152,1192695,Autechre,90101-5l-l,24xiROgVpOcT6VkHgQMRl6,11,ambient,0.685000002,0.115,191.08,0.450595416,-1.46454,53.38311
153,647725,The Berzerker,95,0Bwu5FTENXSTY8zOFZLRGj,3,grindcore,0.233999997,0.0128,234.48,0.45755391,144.96715,-37.81753
154,650234,Big L,98 Freestyle,1xh765BZClrRAbTAufs9Kt,55,hardcore,0.60799998,0.907,129.693,0.575852622,-73.9454,40.8079
155,932939,The Haunted,99,5otXJIeiF43SPz7R7ov8GX,47,death-metal,0.389999986,0.416,238.813,0.473462667,-98.30897,56.95468
156,951752,Pulley,A Bad Reputation,2IAmMFkK4JdwPQV6Z5KNVG,22,hardcore,0.465999991,0.638,173.267,0.422378023,-118.71766,34.28946
157,1233729,Destroy The Runner,A Bag Of Marbles,0Gv0VlvEqJEjrtv4W6MUsw,13,metalcore,0.358999997,0.522,180.507,0.515080002,-117.16172,32.71568
158,1141407,The Morning Of,A Barrel Tapped at Both Ends,0ektFTr43ckrSesNQG09Ij,4,emo,0.518999994,0.545,219.107,0.428262561,-74.01023,41.49994
159,646634,The Handsome Family,A Beautiful Thing,1GC8YPi06UYAPmqujoqZhe,7,goth,0.131999999,0.253,219.2,0.385728696,-87.63241,41.88415
160,136850,Wu-Tang Clan,A Better Tomorrow,3JJU9BP2zRFdXpVA7r0gby,32,hardcore,0.546000004,0.461,264.44,0.590800355,-74.154,40.5725
161,961722,Paul Cardall,A Blue World,1wgXgmbFfDkULwshhVI90n,7,new-age,0.101999998,0.0926,296.72,0.392393714,-111.54732,39.49974
162,1031999,Teenage Bottlerocket,A Bomb,2PP9gQwuERxOZ9wp83OqZU,12,power-pop,0.513999999,0.582,98.493,0.484978756,-105.59032,41.3108
163,1093680,Sascha Funke,A Boy,1kL17RoV618TvWq3RtjY2U,0,minimal-techno,0.796999991,0.0439,211.92,0.458637945,13.37698,52.51607
164,627392,Jerry Butler,A Brand New Me,2XYIYxuT5kuQEnh7ITUThz,6,blues,0.391000003,0.757,148.867,0.389589781,-90.53727,33.54243
165,631231,The Jayhawks,A Break In The Clouds,3NYibUTwjiOGksflDCONcj,18,country,0.500999987,0.196,240.373,0.532318404,-93.26493,44.97903
166,808844,The Supremes,A Breathtaking Guy,2QsQkWIfEGRvMXiuZmjFdl,10,disco,0.587000012,0.819,143.973,0.514958267,-83.32278,43.02809
167,1282006,The Big Pink,A Brief History Of Love,2E45lLobRe3BUAWgEJr0G6,6,electronic,0.197999999,0.0934,293.013,0.463032182,-0.12714,51.50632
168,1280428,Gramatik,A Bright Day,3VHRAQhUSHqfBlYPr6kZ9p,38,electro,0.723999977,0.288,272.5,0.476198647,14.95505,46.14694
169,1361840,Aborted,A Cadaverous Dissertation,5ZxHIQOTFblTXNkkCVfHPt,3,grindcore,0.433999985,0.25,263.12,0.467995294,4.47684,50.50101
170,797235,Hatebreed,A Call For Blood,1OhqL9yY8DfQxx5mTpa2LK,36,alt-rock,0.221000001,0.167,185.36,0.546383748,-72.92496,41.30711
171,1202898,Misery Signals,A Certain Death,6MVGo38XGhUJ2RUznCK9xm,38,death-metal,0.252000004,0.196,205.84,0.508418181,-107.55405,43.00029
172,840363,The Yardbirds,A Certain Girl,7caQQcQ4c14kBa93LEpo9Y,4,psych-rock,0.356000006,0.916,135.787,0.46964617,-0.39535,51.27172
173,1447756,Paul Cardall,A Change Of Heart,5w5HpbrQMbxkrbtHF596bg,7,new-age,0.316000015,0.208,232.23,0.392393714,-111.54732,39.49974
174,775851,Hank Jones,A Child Is Born,7Ad4GOXtJWyUxBIXYRlbjs,4,piano,0.298999995,0.0936,327.947,0.39394917,-90.88153,32.35006
175,1256604,Nils Landgren,A Child Is Born,37WxeICliZ4hRJFwAnwVGA,13,swedish,0.483999997,0.206,228.733,0.458112006,17.55142,62.19845
176,929567,Boyracer,A Chipped Tooth and Greasy Fingers,46yJBMWwKzxZSpXQhUf0Z5,0,club,0.479000002,0.673,94.013,0.344702886,-1.54658,53.79449
177,212641,Audio Lotion,A Chuva,2vnQkwio73QHeA2Prqd9FU,0,trip-hop,0.61500001,0.0371,259.613,0.364775378,8.53955,47.37706
